caseid,start,end,imp_misconduct,imp_private_gain,imp_monitor_opponents,imp_equal_rights,imp_journalists,imp_private_violence,imp_free_speech,imp_patriotism,imp_foreign_influence,imp_ban_ideology,imp_voting_rights,imp_votes_impact,imp_election_fraud,imp_expand_executive,imp_legislature_check,imp_judiciary_check,imp_judicial_ind,imp_participation,imp_funds_transparent,imp_contributions,imp_opinions,imp_districts,imp_common_und,imp_compromise,imp_candidates_disclose,imp_protest,imp_investigations,perf_misconduct,perf_private_gain,perf_monitor_opponents,perf_equal_rights,perf_journalists,perf_private_violence,perf_free_speech,perf_patriotism,perf_foreign_influence,perf_ban_ideology,perf_voting_rights,perf_votes_impact,perf_election_fraud,perf_expand_executive,perf_legislature_check,perf_judiciary_check,perf_judicial_ind,perf_participation,perf_funds_transparent,perf_contributions,perf_opinions,perf_districts,perf_common_und,perf_compromise,perf_candidates_disclose,perf_protest,perf_investigations,US_2017_SEPT,faculty_rank,field,wave,imp_science,imp_restraint,perf_science,perf_restraint,US_2017_FEB,US_2017_MAY,US_2015,US_2005,US_1995,US_1985,US_1975,US_1950,US_1900,US_1850,US_1800,democracy_importance,US_democracy_rating
W1BLW0001106,2017-02-13 19:13:26,2017-02-13 19:19:22,Beneficial,Beneficial,Important,Beneficial,Essential,Essential,Important,Beneficial,Beneficial,Important,Beneficial,Beneficial,Essential,Important,Important,Beneficial,Important,,,,,,,,,,,Partly meets,Partly meets,Partly meets,Does not meet,Partly meets,Partly meets,Partly meets,Does not meet,Mostly meets,Partly meets,Does not meet,Does not meet,Mostly meets,Does not meet,Partly meets,Partly meets,Partly meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Does not meet,Does not meet,40,,,,,,,,,,,,
W1BLW0000614,2017-02-13 19:11:20,2017-02-13 19:23:47,Beneficial,Not relevant,Beneficial,Important,Important,Essential,Essential,Beneficial,Not relevant,Essential,Important,Important,Essential,Important,Essential,Essential,Important,,,,,,,,,,,Mostly meets,Does not meet,Fully meets,Partly meets,Mostly meets,Fully meets,Fully meets,Does not meet,Partly meets,Fully meets,Does not meet,Does not meet,Mostly meets,Mostly meets,Fully meets,Fully meets,Partly meets,,,,,,,,,,,,,,1,Beneficial,Not relevant,Does not meet,Does not meet,70,,,,,,,,,,,,
W1BLW0000834,2017-02-13 20:00:34,2017-02-13 20:11:37,Essential,Essential,Important,Essential,Essential,Essential,Essential,Beneficial,Important,Essential,Essential,Essential,Essential,Essential,Important,Important,Beneficial,,,,,,,,,,,Partly meets,Partly meets,Partly meets,Does not meet,Mostly meets,Mostly meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,Does not meet,Fully meets,Fully meets,Mostly meets,Partly meets,Mostly meets,Fully meets,,,,,,,,,,,,,,1,Not relevant,Beneficial,Does not meet,Does not meet,60,,,,,,,,,,,,
W1BLW0000815,2017-02-13 20:09:24,2017-02-13 20:16:18,Important,Essential,Essential,Essential,Important,Essential,Essential,Beneficial,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Partly meets,Partly meets,Partly meets,Partly meets,Partly meets,Partly meets,Mostly meets,Does not meet,Does not meet,Partly meets,Partly meets,Mostly meets,Mostly meets,Partly meets,Partly meets,Partly meets,Partly meets,,,,,,,,,,,,,,1,Important,Essential,Partly meets,Does not meet,70,,,,,,,,,,,,
W1BLW0000265,2017-02-13 20:09:44,2017-02-13 20:22:28,Important,Important,Essential,Essential,Important,Important,Essential,Essential,Important,Important,Essential,Essential,Essential,Essential,Essential,Important,Important,,,,,,,,,,,,,,Partly meets,,Partly meets,Fully meets,Does not meet,Mostly meets,Fully meets,Does not meet,,Fully meets,,,,,,,,,,,,,,,,,,1,Beneficial,Beneficial,,Partly meets,60,,,,,,,,,,,,
W1BLW0000360,2017-02-13 20:24:12,2017-02-13 20:29:03,Essential,Essential,Essential,Beneficial,Important,Essential,Essential,Important,Important,Important,Beneficial,Not relevant,Essential,Beneficial,Essential,Important,Essential,,,,,,,,,,,Mostly meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Essential,Mostly meets,Mostly meets,80,,,,,,,,,,,,
W1BLW0000468,2017-02-13 20:30:43,2017-02-13 20:37:20,Essential,Important,Essential,Essential,Essential,Important,Essential,Important,Important,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Fully meets,Mostly meets,Does not meet,Partly meets,Mostly meets,Mostly meets,Mostly meets,Fully meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Important,Essential,Does not meet,Partly meets,80,,,,,,,,,,,,
W1BLW0000571,2017-02-13 21:11:09,2017-02-13 21:18:54,Important,Essential,Important,Essential,Essential,Essential,Essential,Beneficial,Important,Essential,Essential,Essential,Essential,Important,Essential,Essential,Essential,,,,,,,,,,,Mostly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Fully meets,Fully meets,Partly meets,Mostly meets,Fully meets,Mostly meets,Fully meets,Mostly meets,Mostly meets,Mostly meets,Fully meets,Mostly meets,,,,,,,,,,,,,,1,Essential,Beneficial,Partly meets,Partly meets,70,,,,,,,,,,,,
W1BLW0000272,2017-02-13 21:12:32,2017-02-13 21:20:55,Important,Important,Essential,Important,Essential,Important,Essential,Beneficial,Important,Essential,Essential,Essential,Essential,Essential,Important,Essential,Essential,,,,,,,,,,,Partly meets,Partly meets,Fully meets,Mostly meets,Fully meets,Mostly meets,Fully meets,Does not meet,Mostly meets,Fully meets,Partly meets,Does not meet,Fully meets,Partly meets,Partly meets,Fully meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Partly meets,Does not meet,80,,,,,,,,,,,,
W1BLW0000768,2017-02-13 21:28:26,2017-02-13 21:34:20,Important,Important,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Important,Essential,Essential,Important,Essential,Essential,,,,,,,,,,,Mostly meets,Does not meet,Does not meet,Fully meets,Partly meets,Mostly meets,Mostly meets,Does not meet,,,Fully meets,Does not meet,Fully meets,Does not meet,Does not meet,Mostly meets,Partly meets,,,,,,,,,,,,,,1,Important,Important,Does not meet,Does not meet,30,,,,,,,,,,,,
W1BLW0000381,2017-02-13 21:54:30,2017-02-13 21:59:58,Essential,Essential,Essential,Essential,Essential,Important,Important,Beneficial,Essential,Essential,Essential,Essential,Essential,Important,Important,Essential,Essential,,,,,,,,,,,Partly meets,Partly meets,Partly meets,Does not meet,Mostly meets,Mostly meets,Mostly meets,Does not meet,Does not meet,Mostly meets,Partly meets,Partly meets,Partly meets,Mostly meets,Partly meets,Mostly meets,Partly meets,,,,,,,,,,,,,,1,Essential,Essential,Partly meets,Partly meets,40,,,,,,,,,,,,
W1BLW0000701,2017-02-13 21:56:24,2017-02-13 22:05:51,Essential,Essential,Essential,Essential,Essential,Essential,Important,Important,Important,Important,Essential,Essential,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Partly meets,Does not meet,Partly meets,Does not meet,Partly meets,Fully meets,Mostly meets,Does not meet,Does not meet,Fully meets,Does not meet,Does not meet,Fully meets,Does not meet,Partly meets,Partly meets,Mostly meets,,,,,,,,,,,,,,1,Important,Essential,Does not meet,Partly meets,50,,,,,,,,,,,,
W1BLW0000207,2017-02-13 22:10:54,2017-02-13 22:14:47,Essential,Important,Important,Essential,Essential,Essential,Essential,Important,Important,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Partly meets,Fully meets,Partly meets,Does not meet,Mostly meets,Fully meets,Partly meets,Partly meets,Fully meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Important,Important,Partly meets,Partly meets,70,,,,,,,,,,,,
W1BLW0000592,2017-02-13 22:09:43,2017-02-13 22:17:53,Essential,Important,Essential,Essential,Essential,Important,Essential,Beneficial,Important,Essential,Beneficial,Beneficial,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Partly meets,Does not meet,Mostly meets,Mostly meets,Partly meets,Fully meets,Mostly meets,Does not meet,Mostly meets,Mostly meets,Mostly meets,Does not meet,Mostly meets,Does not meet,Mostly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Important,Partly meets,Partly meets,80,,,,,,,,,,,,
W1BLW0000602,2017-02-13 22:33:43,2017-02-13 22:39:24,Important,Important,Essential,Essential,Important,Essential,Important,Beneficial,Beneficial,Essential,Important,Not relevant,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Partly meets,Does not meet,80,,,,,,,,,,,,
W1BLW0000900,2017-02-13 22:34:22,2017-02-13 22:42:48,Important,Important,Important,Important,Important,Important,Essential,Beneficial,Important,Essential,Essential,Important,Essential,Essential,Essential,Essential,,,,,,,,,,,,Mostly meets,Mostly meets,Mostly meets,Fully meets,Mostly meets,Mostly meets,Fully meets,Partly meets,Mostly meets,Fully meets,Mostly meets,Mostly meets,Fully meets,Mostly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,,1,Beneficial,Important,Partly meets,Partly meets,90,,,,,,,,,,,,
W1BLW0000735,2017-02-13 22:35:22,2017-02-13 22:43:14,Essential,Important,Essential,Important,Essential,Essential,Essential,Beneficial,Important,Essential,Important,Important,Essential,Essential,Important,Essential,Essential,,,,,,,,,,,Mostly meets,Does not meet,Mostly meets,Does not meet,Mostly meets,Fully meets,Fully meets,Partly meets,Mostly meets,Fully meets,Partly meets,Mostly meets,Fully meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Partly meets,Does not meet,80,,,,,,,,,,,,
W1BLW0000422,2017-02-13 22:35:50,2017-02-13 22:44:01,Essential,Essential,Essential,Essential,Important,Essential,Important,Important,Important,Essential,Essential,Essential,Essential,Important,Essential,Essential,Essential,,,,,,,,,,,Mostly meets,Partly meets,Partly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Does not meet,Mostly meets,Mostly meets,Does not meet,Mostly meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Important,Essential,Partly meets,Partly meets,70,,,,,,,,,,,,
W1BLW0000856,2017-02-14 00:18:25,2017-02-14 00:23:02,Essential,Essential,Essential,Essential,Essential,Important,Essential,Important,Essential,Important,Essential,Important,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Mostly meets,Partly meets,Partly meets,Mostly meets,Partly meets,Fully meets,Mostly meets,Partly meets,Mostly meets,Fully meets,Partly meets,Mostly meets,Fully meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Essential,Important,Partly meets,Partly meets,80,,,,,,,,,,,,
W1BLW0001065,2017-02-14 06:40:59,2017-02-14 06:47:46,Important,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Important,Essential,Important,Essential,Important,Essential,,,,,,,,,,,Partly meets,Partly meets,Partly meets,Partly meets,Partly meets,Partly meets,Does not meet,Mostly meets,Mostly meets,Mostly meets,Does not meet,Partly meets,Fully meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Important,Partly meets,Partly meets,60,,,,,,,,,,,,
W1BLW0000858,2017-02-14 08:27:13,2017-02-14 08:32:23,Beneficial,Important,Essential,Important,Essential,Essential,Essential,Beneficial,Important,Essential,Essential,Important,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Partly meets,Partly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Does not meet,Does not meet,Fully meets,Partly meets,Does not meet,Fully meets,Mostly meets,Partly meets,Partly meets,Partly meets,,,,,,,,,,,,,,1,Important,Beneficial,Does not meet,Does not meet,70,,,,,,,,,,,,
W1BLW0000686,2017-02-14 08:38:15,2017-02-14 08:43:17,Important,Important,Important,Essential,Essential,Essential,Essential,Beneficial,Essential,Important,Essential,Essential,Essential,Important,Important,Beneficial,Important,,,,,,,,,,,Fully meets,Mostly meets,Mostly meets,Fully meets,Fully meets,Fully meets,Fully meets,Mostly meets,Fully meets,Fully meets,Fully meets,Fully meets,Fully meets,Fully meets,Fully meets,Fully meets,Fully meets,,,,,,,,,,,,,,1,Not relevant,Important,Fully meets,Mostly meets,90,,,,,,,,,,,,
W1BLW0000558,2017-02-14 08:28:13,2017-02-14 08:44:58,Important,Beneficial,Important,Important,Important,Important,Beneficial,Beneficial,Important,Beneficial,Important,Not relevant,Beneficial,Important,Beneficial,Important,Important,,,,,,,,,,,Mostly meets,Fully meets,Fully meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Fully meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Partly meets,Fully meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Mostly meets,Mostly meets,90,,,,,,,,,,,,
W1BLW0000270,2017-02-14 08:44:51,2017-02-14 08:49:01,Beneficial,Beneficial,Important,Beneficial,Beneficial,Beneficial,Beneficial,Beneficial,Important,Important,Essential,Essential,Essential,Important,Beneficial,Beneficial,Beneficial,,,,,,,,,,,Mostly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Fully meets,Mostly meets,Partly meets,Fully meets,Fully meets,Mostly meets,Fully meets,Mostly meets,Fully meets,Fully meets,Mostly meets,Fully meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Mostly meets,Partly meets,80,,,,,,,,,,,,
W1BLW0000174,2017-02-14 08:50:26,2017-02-14 08:59:47,Essential,Essential,Essential,Essential,Important,Important,Important,Important,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Does not meet,Does not meet,Partly meets,Partly meets,Does not meet,Does not meet,Mostly meets,Does not meet,Does not meet,Fully meets,Does not meet,Fully meets,Partly meets,Partly meets,Mostly meets,Mostly meets,Partly meets,,,,,,,,,,,,,,1,Beneficial,Important,Does not meet,Does not meet,70,,,,,,,,,,,,
W1BLW0001078,2017-02-14 09:00:43,2017-02-14 09:06:29,Important,Important,Essential,Important,Beneficial,Important,Beneficial,Essential,Important,Important,Beneficial,Important,Important,Essential,Essential,Beneficial,Not relevant,,,,,,,,,,,Fully meets,Fully meets,Partly meets,Partly meets,Fully meets,Mostly meets,Mostly meets,Fully meets,Partly meets,Partly meets,Mostly meets,Partly meets,Fully meets,Fully meets,,Partly meets,Partly meets,,,,,,,,,,,,,,1,Important,Important,Does not meet,Fully meets,80,,,,,,,,,,,,
W1BLW0000681,2017-02-14 06:26:50,2017-02-14 09:07:34,Important,Beneficial,Important,Essential,Important,Essential,Essential,Beneficial,Beneficial,Essential,Essential,Essential,Essential,Important,Important,Important,Important,,,,,,,,,,,Partly meets,Partly meets,Mostly meets,Does not meet,Mostly meets,Mostly meets,Mostly meets,Partly meets,Does not meet,Mostly meets,Partly meets,Does not meet,Fully meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Important,Does not meet,Does not meet,80,,,,,,,,,,,,
W1BLW0000743,2017-02-14 09:00:14,2017-02-14 09:08:59,Important,Important,Essential,Essential,Important,Important,Important,Beneficial,Important,Important,Important,Beneficial,Important,Essential,Essential,Essential,Important,,,,,,,,,,,Mostly meets,Does not meet,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Does not meet,Mostly meets,Fully meets,Mostly meets,Does not meet,Mostly meets,Does not meet,Partly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Essential,Mostly meets,Partly meets,70,,,,,,,,,,,,
W1BLW0000515,2017-02-14 09:11:04,2017-02-14 09:17:19,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Important,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Partly meets,Partly meets,Does not meet,Does not meet,Partly meets,Partly meets,Does not meet,Does not meet,Does not meet,Mostly meets,Does not meet,Does not meet,Fully meets,Does not meet,Does not meet,Partly meets,Partly meets,,,,,,,,,,,,,,1,Essential,Essential,Does not meet,Does not meet,30,,,,,,,,,,,,
W1BLW0000676,2017-02-14 09:31:59,2017-02-14 09:34:04,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Essential,Essential,,,50,,,,,,,,,,,,
W1BLW0000630,2017-02-14 09:29:44,2017-02-14 09:39:28,Beneficial,Important,Important,Essential,Essential,Important,Essential,Beneficial,Important,Essential,Essential,Beneficial,Essential,Essential,Important,Essential,Essential,,,,,,,,,,,Partly meets,Does not meet,,Mostly meets,Does not meet,Mostly meets,Partly meets,Does not meet,Does not meet,Mostly meets,Mostly meets,Partly meets,Fully meets,,,,Does not meet,,,,,,,,,,,,,,1,Beneficial,Important,Does not meet,Does not meet,60,,,,,,,,,,,,
W1BLW0000241,2017-02-14 09:34:32,2017-02-14 09:39:37,Important,Beneficial,Important,Important,Essential,Essential,Essential,Beneficial,Important,Essential,Important,Important,Essential,Essential,Essential,Important,Important,,,,,,,,,,,Mostly meets,Does not meet,Fully meets,Does not meet,Fully meets,Fully meets,Fully meets,Does not meet,Partly meets,Fully meets,Mostly meets,Does not meet,Fully meets,Fully meets,Fully meets,Fully meets,Mostly meets,,,,,,,,,,,,,,1,Important,Important,Partly meets,Partly meets,80,,,,,,,,,,,,
W1BLW0000484,2017-02-14 09:16:37,2017-02-14 09:49:30,Essential,Important,Important,Essential,Important,Essential,Important,Beneficial,Important,Essential,Essential,Essential,Essential,Important,Essential,Essential,Important,,,,,,,,,,,Partly meets,Does not meet,Mostly meets,Mostly meets,Partly meets,Fully meets,Partly meets,Does not meet,Mostly meets,Mostly meets,Does not meet,Does not meet,Fully meets,Partly meets,Partly meets,Mostly meets,Does not meet,,,,,,,,,,,,,,1,Important,Beneficial,Does not meet,Does not meet,60,,,,,,,,,,,,
W1BLW0000707,2017-02-14 09:50:39,2017-02-14 09:59:56,Essential,Important,Important,Essential,Essential,Essential,Essential,Not relevant,Not relevant,Essential,Important,Important,Essential,Essential,Not relevant,Beneficial,Essential,,,,,,,,,,,Mostly meets,Mostly meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Partly meets,Mostly meets,Fully meets,Mostly meets,Does not meet,Mostly meets,Fully meets,Fully meets,Fully meets,Fully meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Partly meets,Partly meets,70,,,,,,,,,,,,
W1BLW0000585,2017-02-14 10:06:02,2017-02-14 10:09:48,Important,Not relevant,Important,Important,Important,Essential,Important,Beneficial,Beneficial,Essential,Important,Beneficial,Essential,Essential,Essential,Essential,Beneficial,,,,,,,,,,,Partly meets,Does not meet,Partly meets,Does not meet,Mostly meets,Mostly meets,Fully meets,Does not meet,Does not meet,Fully meets,Does not meet,Does not meet,Mostly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Not relevant,Beneficial,Does not meet,Does not meet,40,,,,,,,,,,,,
W1BLW0000369,2017-02-14 10:22:53,2017-02-14 10:26:33,Important,Important,Essential,Essential,Essential,Important,Essential,Important,Essential,Important,Essential,Essential,Essential,Important,Important,Important,Essential,,,,,,,,,,,Partly meets,Does not meet,Partly meets,Does not meet,Mostly meets,Partly meets,Mostly meets,Does not meet,Partly meets,Partly meets,Does not meet,Partly meets,Fully meets,Partly meets,Partly meets,Mostly meets,Does not meet,,,,,,,,,,,,,,1,Beneficial,Important,Partly meets,Does not meet,80,,,,,,,,,,,,
W1BLW0000657,2017-02-14 10:26:14,2017-02-14 10:34:18,Essential,Important,Essential,Essential,Essential,Important,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Important,Important,Important,Essential,,,,,,,,,,,Does not meet,Partly meets,Partly meets,Does not meet,Partly meets,Partly meets,Partly meets,Does not meet,Partly meets,Fully meets,Mostly meets,Does not meet,Partly meets,Mostly meets,Partly meets,Mostly meets,Does not meet,,,,,,,,,,,,,,1,Important,Important,Partly meets,Does not meet,70,,,,,,,,,,,,
